username,date,rawContent,replyCount,retweetCount,likeCount,hashtags,mentionUsers,viewCount
mildred_gaitan,2024-01-26 21:37:04+00:00,@Factor4_GT @traficogt Excelente 👏,0,0,0,,"Factor4_GT, traficogt",80.0
mildred_gaitan,2024-01-26 21:36:12+00:00,@OrlandoBlancoL @traficogt Los corruptos vestidos de niños de primera comunión.  Su único objetivo es confrontar y desgastar a los partidos aliados.,0,0,0,,"OrlandoBlancoL, traficogt",53.0
mildred_gaitan,2024-01-26 21:34:28+00:00,@DarwinHK @traficogt La muy cobarde no permite respuestas en el post.,0,0,1,,"DarwinHK, traficogt",39.0
DoloresFlo23,2024-01-26 19:21:18+00:00,"@PrensaComunitar @traficogt NO ES ESPOSO DE LA DIPUCACA JOVEL, ELLA ES SU CASERA, SEGÚN INFORMÓ LA HIJA DEL SUSODICHO MALANDRO MALTRATADOR.",0,2,7,,"PrensaComunitar, traficogt",391.0
aurabenitez,2024-01-26 18:51:06+00:00,@lahoragt @traficogt Los menos eficientes,0,0,0,,"lahoragt, traficogt",23.0
tavoandshanna,2024-01-26 16:23:40+00:00,@alterlego502 @traficogt @UFMedu @CODISRA_GT y es que la verdad duele. Especialmente en lo del bienestar de las mascotas.,0,0,0,,"alterlego502, traficogt, UFMedu, CODISRA_GT",28.0
traficogt,2024-01-26 14:05:23+00:00,Aprovechemos para salir del parlacen también!  Tres pájaros de un sólo tiro.,0,4,8,,,2639.0
cmendeza,2024-01-26 12:53:16+00:00,"🧵Estos los resultados que hablé en 🎧🎙️@concriteriogt  sobre encuesta que @Oxfam_CA encargó a @cidgallup  

📈6 de 10 guatemaltecos jóvenes dispuesto a un cambio completo de instituciones. 

Hay un grupo de exconstituyentes que apuntan a referéndum para cambio de: 
🧑‍⚖️👩‍⚖️CC
⚖️MP https://t.co/WCnW62qnGZ",13,54,176,,"concriteriogt, Oxfam_CA, cidgallup",9995.0
RafaelMrquez14,2024-01-26 04:31:45+00:00,@BrendaH2O66 @traficogt @mingobguate Pues bien que se parece caite lame_suelas,0,0,0,,"BrendaH2O66, traficogt, mingobguate",27.0
SSflowers1,2024-01-26 04:08:45+00:00,@pasamoci @Soy_Pepe_Grillo @traficogt @mmendoza_GT @disneyplusla Jajaja que comentario tan atinado,0,0,0,,"pasamoci, Soy_Pepe_Grillo, traficogt, mmendoza_GT, disneyplusla",31.0
LmlemusH,2024-01-26 03:24:15+00:00,@lahoragt @traficogt Vergüenza me daría tomarme una foto con ese maleante !!,0,0,0,,"lahoragt, traficogt",33.0
TobarangelAngel,2024-01-26 01:27:26+00:00,@lahoragt @traficogt Para eso sirve el parlacen guarida de corruptos.,0,0,0,,"lahoragt, traficogt",30.0
EddyCru95594848,2024-01-26 01:02:47+00:00,@lahoragt @traficogt La guarida de ratas,0,0,0,,"lahoragt, traficogt",28.0
HenryRe43436441,2024-01-26 00:54:47+00:00,"@traficogt Si se hizo por belice que no valía la pena,esto si sería por un mejor futuro para el país.",0,0,0,,traficogt,51.0
mildred_gaitan,2024-01-26 00:34:04+00:00,@Sankevins @traficogt https://t.co/SStY8EtiNW,0,0,0,,"Sankevins, traficogt",42.0
mildred_gaitan,2024-01-26 00:33:25+00:00,@ManfredoGuate @traficogt Nefasto! 👇 https://t.co/LdmQIqSF3V,0,1,4,,"ManfredoGuate, traficogt",90.0
mildred_gaitan,2024-01-26 00:32:29+00:00,@Soygeorgegt @traficogt Los niños de primera comunión 👇 https://t.co/3Hgfb44kEU,0,2,5,,"Soygeorgegt, traficogt",379.0
mildred_gaitan,2024-01-26 00:30:56+00:00,@Fiscalnvicto @traficogt https://t.co/zSrPw7cvmQ,0,1,2,,"Fiscalnvicto, traficogt",77.0
mildred_gaitan,2024-01-26 00:28:39+00:00,@garmasf @traficogt @CongresoGuate 👇 https://t.co/Pr46RaMGjE,0,6,10,,"garmasf, traficogt, CongresoGuate",330.0
mildred_gaitan,2024-01-26 00:26:20+00:00,@lahoragt @traficogt Todos sin duda igual que el nefasto Giamatti.  Se ríe del pueblo.,0,0,0,,"lahoragt, traficogt",114.0
traficogt,2024-01-25 23:43:04+00:00,Consulta popular tb para salir del parlacen!!,0,3,14,,,6138.0
LaCupicu,2024-01-25 22:58:45+00:00,@Rafa_Mal0072 @traficogt @CongresoGuate https://t.co/fd9qBjlI5h,0,0,1,,"Rafa_Mal0072, traficogt, CongresoGuate",91.0
canchito13,2024-01-25 21:12:37+00:00,@traficogt ¿Para ser una dictadura como Venezuela? 🤷🏻‍♂️,0,0,2,,traficogt,56.0
qj6d6q7rqw,2024-01-25 19:28:56+00:00,@lahoragt @traficogt Todo por poner a un inutil en la presidencia titere del deep state,0,0,0,,"lahoragt, traficogt",22.0
traficogt,2024-01-25 19:19:12+00:00,"Ya va siendo hora de pensar en una consulta popular para la destitución de la fiscal general, los magistrados de la corte suprema y la corte de constitucionalidad.",3,16,89,,,7500.0
malvarado6,2024-01-25 14:20:09+00:00,@traficogt Fratti está donde le tiran chance,0,0,0,,traficogt,21.0
traficogt,2024-01-25 13:56:19+00:00,Plazas fantasma.  Un mal que en nuevo gobierno debe empezar a combatir.,0,2,8,,,2208.0
lahoragt,2024-01-25 13:46:16+00:00,"#LHNacionales | 📈 Comparamos los 4 años de Jimmy Morales vrs. los de Alejandro Giammattei. ¡Vaya incremento!

Aquí detalles👇

https://t.co/dYbmvjik09 https://t.co/sFDVURfITz",7,39,58,LHNacionales,,11647.0
sirpedrogt,2024-01-25 12:10:00+00:00,"@traficogt Santa teresita el spa en amati?
Creo q te referias a Santa teresa el correccional",0,0,0,,traficogt,82.0
canchito13,2024-01-25 11:48:44+00:00,"@traficogt Ulugrún, y dicen que no quieren que nos parezcamos a la Venezuela de Chavez y Maduro,  donde queda entonces la independencia de poderes? La ""democracia"" que tanto pregonan? Cuidado que esto se puede salir de control 🤦🏻‍♂️😒",0,0,0,,traficogt,69.0
mildred_gaitan,2024-01-25 05:09:57+00:00,@traficogt Ya tenemos miles firmas que exigen que esa señora deje el puesto. https://t.co/sVp7QUhmhA,0,0,1,,traficogt,104.0
mildred_gaitan,2024-01-25 05:04:54+00:00,@PrensaComunitar @traficogt https://t.co/Q9F7HOuIq5,0,0,2,,"PrensaComunitar, traficogt",87.0
CesarQu31421171,2024-01-25 04:40:55+00:00,@Chejojavier @traficogt @MPguatemala,0,0,0,,"Chejojavier, traficogt, MPguatemala",67.0
pasamoci,2024-01-25 04:30:29+00:00,"@SSflowers1 @Soy_Pepe_Grillo @traficogt @mmendoza_GT @disneyplusla Con buen abono, de ese abunda en este país.",1,0,0,,"SSflowers1, Soy_Pepe_Grillo, traficogt, mmendoza_GT, disneyplusla",74.0
OsitaPanda9,2024-01-25 04:18:15+00:00,"@traficogt Pero ojalá q sea pronto, el Congreso debe ponerse las pilas ya",0,0,0,,traficogt,66.0
Byron96324753,2024-01-25 04:13:35+00:00,@traficogt Jajajaj https://t.co/zNenwrZ3Nh,0,0,0,,traficogt,58.0
traficogt,2024-01-25 04:09:34+00:00,"Pues una consulta popular sería una buena opción para retirar al fiscal general, y de paso aprovechamos la consulta para los magistrados de la CC y la corte suprema... Quién da más??",6,29,129,,,8467.0
Byron96324753,2024-01-25 03:39:35+00:00,@traficogt Mira comadre te voy a dejar blindada no dejes que ningún corrupto te quite del poder porque no podrán 😂@ThelmaAldana https://t.co/9fFfOi1pIv,0,0,0,,"traficogt, ThelmaAldana",47.0
Byron96324753,2024-01-25 03:39:29+00:00,@traficogt Bien hecho Alan https://t.co/eYWtdHULSf,0,0,0,,traficogt,32.0
traficogt,2024-01-25 03:11:35+00:00,Cómo duele ser minoría!!,2,0,4,,,3892.0
republicagt,2024-01-25 03:03:11+00:00,"""Se rompe el pacto oficialista en la primera sesión"", dice Alvaro Arzú tras ruptura entre Semilla y UNE.

https://t.co/MXF3QoT7Zp",0,2,5,,,5482.0
endry_ochoa,2024-01-25 02:46:04+00:00,@traficogt Shooo con esa mierda,0,0,0,,traficogt,46.0
LaCupicu,2024-01-25 02:35:54+00:00,@justiciayagt @traficogt Mis respetos a ustedes!  Catedra de organizacion! ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,0,0,2,,"justiciayagt, traficogt",62.0
LaCupicu,2024-01-25 02:33:12+00:00,"@Rafa_Mal0072 @traficogt @MPguatemala Pineda firma en lugar de ella, ella manda videitos, estará aqui en Guate? Y tiene de complice a la Corte de Constitucionalidad… esto tiene que acabar ! Ya que dejen trabajar",0,1,10,,"Rafa_Mal0072, traficogt, MPguatemala",1247.0
traficogt,2024-01-25 02:04:53+00:00,Muy oportunamente.  El tse es otra instancia a sanear.,0,0,7,,,2878.0
edgar_ortizgt,2024-01-25 01:09:21+00:00,"1️⃣/ 🌟 Ayer, la @CC_Guatemala concedió un amparo provisional a Karen Fischer y ordenó al Congreso de la República designar dos magistrados suplentes del TSE para completar el periodo, otorgando un plazo de 30 días para su cumplimiento.",13,103,335,,CC_Guatemala,58556.0
traficogt,2024-01-25 02:03:45+00:00,Es imposible que la doñita pueda justificar el descaro q ha tenido el mp para favorecer a corruptos... Mi pronóstico es que acabará en Santa Teresita.,3,19,76,,,4296.0
Factor4_GT,2024-01-24 22:41:15+00:00,"""Es una carta firmada por un empleado que no tiene representación de la Fiscal en estos temas"" 

El presidente Arévalo, ante la respuesta enviada a su despacho, firmada por el Secretario general del MP y no por la Fiscal General, la ha invitado a la próxima reunión de Ministros. https://t.co/JYRfOxLInt",17,182,490,,,19808.0
ClaraLuzFranco1,2024-01-25 00:46:06+00:00,@traficogt Si vamos,0,0,0,,traficogt,39.0
varrecisg,2024-01-24 23:53:21+00:00,Haciendo más #TraficoGT @amilcarmontejo @traficogt @PNCdeGuatemala https://t.co/hNnyqccut1,0,0,1,TraficoGT,"amilcarmontejo, traficogt, PNCdeGuatemala",258.0
pasamoci,2024-01-24 22:40:48+00:00,@Soy_Pepe_Grillo @traficogt @mmendoza_GT Y a @disneyplusla por usar imagen sin autorización y amenazar a los ciudadanos.,2,1,1,,"Soy_Pepe_Grillo, traficogt, mmendoza_GT, disneyplusla",729.0
pikaso_me,2024-01-24 22:20:14+00:00,"@mildred_gaitan @ThelmaAldana @traficogt Enjoy your screenshot and...

Get 10 stickers for $1: https://t.co/IGW12ygmK5 https://t.co/hxT9a4RJqP",0,5,22,,"mildred_gaitan, ThelmaAldana, traficogt",4874.0
mildred_gaitan,2024-01-24 22:19:53+00:00,@ThelmaAldana @traficogt @pikaso_me screenshot this,1,0,1,,"ThelmaAldana, traficogt, pikaso_me",5254.0
traficogt,2024-01-24 22:13:08+00:00,Libertad para Chepe Zamora!!,2,26,79,,,7261.0
traficogt,2024-01-24 22:12:50+00:00,fratti debería pasar un rato en el bote por sedicioso.  Con el próximo fiscal se hará justicia.,1,64,118,,,4093.0
autoridadesgt,2024-01-24 00:00:52+00:00,"Denunciamos penalmente al señor fratti.
Por amenazas alpueblo de Guatemala
No permitamos silenciar voces 

Exigimos al @MPguatemala acciones concretas contra esta persona.
Esta lista parce lo que utilizaba el ejercito en lo 80
@ONU_es @ONU_derechos pedimos acciones. https://t.co/PfTNGDto67",69,258,548,,"MPguatemala, ONU_es, ONU_derechos",16133.0
traficogt,2024-01-24 22:08:54+00:00,"Lo dije antes y se comprueba hoy: Las ""investigaciones"" del mp alrededor de semilla no están en NADA.  No llegan ni siquiera a inventos. Existen porque el papel aguanta con todo... Dan lástima.

#RenunciaConsuelo",0,2,5,RenunciaConsuelo,,2199.0
CARLOSHERNAND61,2024-01-24 22:04:28+00:00,@traficogt Le siguen dando largas al asunto. Modifiquen la ley y saquenla total ella está allí de forma fraudulenta o que ya se nos olvidó que tenía tachas? Y que el Remedo de presidente anterior obligó a última hora que la incluyeran dentro de los candidatos y claro el la nombró. Así fue!,0,0,1,,traficogt,25.0
EmilioXinico,2024-01-24 21:26:13+00:00,"@traficogt si ella piensa que solo la queremos fuera está equivocada, la queremos en la Cárcel...",0,0,1,,traficogt,21.0
Byron96324753,2024-01-24 18:11:34+00:00,@traficogt Jajajajajaj tanta ignorancia la tuya,0,0,0,,traficogt,19.0
snakecancelable,2024-01-24 17:11:20+00:00,"@traficogt Fake, se reunio por motivos de reeleccion al cargo. Chucho triste quiere reunirse con ella para amenazarla o negociar su impunidad 🌱 #Semilladelmal",0,0,0,Semilladelmal,traficogt,17.0
ErwinRobles2,2024-01-24 16:32:59+00:00,@traficogt Presente su denuncia y sin llorar por favor,0,0,1,,traficogt,11.0
chapina_en,2024-01-24 15:56:06+00:00,@traficogt Publíquese y cumplase,1,0,0,,traficogt,48.0
Sergioporres2,2024-01-24 15:26:02+00:00,@traficogt https://t.co/jsHdRrUGiq,0,0,1,,traficogt,19.0
herrarturocruz1,2024-01-24 15:10:31+00:00,@traficogt Sufre nena,0,0,0,,traficogt,54.0
GersonBarrera,2024-01-24 15:05:02+00:00,@hshetemul @traficogt Para mi que el mismo CACIF es el que la está apoyando porque temen que si ponen a otro ellos van a ser perjudicados.este grupo se a convertido en un grupo del mal,1,0,3,,"hshetemul, traficogt",183.0
sergi_57,2024-01-24 14:55:36+00:00,@hshetemul @traficogt Y donde dejaron la autonomía del TSE los malditos del MP????,1,0,6,,"hshetemul, traficogt",152.0
LuckyLara01,2024-01-24 14:43:58+00:00,"@traficogt Que se podía esperar de la vieja corrupta tiene miedo, ahora que la convoqué a la siguiente reunión de gabinete allí no se puede negar a pero con los corruptos si se podía reunir https://t.co/5sERjICvdl",0,0,1,,traficogt,70.0
jaque_mate2,2024-01-24 14:42:53+00:00,@MarielosMonzon @traficogt @48CantonesToto @Ricigt1 @JSandoval1982 @mmendoza_GT @ThelmaAldana @carlos_ruano_ @AdiosConsuelo @JLFont001 @Claudia_GonzaO @UDEFEGUA En su introducción Marielos parece que estuviera refiriéndose a Telma Aldana.!,0,0,0,,"MarielosMonzon, traficogt, 48CantonesToto, Ricigt1, JSandoval1982, mmendoza_GT, ThelmaAldana, carlos_ruano_, AdiosConsuelo, JLFont001, Claudia_GonzaO, UDEFEGUA",21.0
qj6d6q7rqw,2024-01-24 14:40:27+00:00,@traficogt Le va a dejar ir toda y completita al chucho triste por usurpador y por tranza … guarda este xxxxx,0,0,0,,traficogt,22.0
Pilla_mar,2024-01-24 14:40:25+00:00,"@traficogt Repito, es una vieja otra y además COBARDE, ya lo sabíamos, SOLO LO CONFIRMO",0,0,0,,traficogt,69.0
qj6d6q7rqw,2024-01-24 14:38:23+00:00,@ChitayAlfr10530 @traficogt @lahoragt Porque investigan al chucho triste y a todos los tranzas de los chairos decis!!!! O porque investigan a otto perez y secuaces????,0,0,2,,"ChitayAlfr10530, traficogt, lahoragt",38.0
traficogt,2024-01-24 14:35:55+00:00,Entonces violaste la Construcción y la ley del MP al reunirte múltiples veces con otros presidentes.  Otro motivo para su destitución.,26,212,674,,,15237.0
lahoragt,2024-01-24 14:19:59+00:00,"#LHEnBreve | La Fiscal General, María Consuelo Porras, indicó por medio de un video publicado en las redes sociales que no acudirá a la citación que le hizo el presidente, Bernardo Arévalo, e indicó que se le enviará la información que fue solicitada. Afirmó que la Constitución Política de la República de Guatemala y la Ley Orgánica del Ministerio Público impiden que atienda al llamado del mandatario.
📷MP",245,109,540,LHEnBreve,,126244.0
traficogt,2024-01-23 23:34:23+00:00,Personalmente se está borrando antes que lo hagan extraditado.,1,2,25,,,4940.0
PrensaComunitar,2024-01-23 23:17:49+00:00,"#RegresiónAutoritaria ❌ El abogado Omar Barrios renuncia como presidente de la Comisión Portuaria Nacional 

Barrios, incluido por Estados Unidos en la Lista Engel de actores corruptos y querellante en el caso contra la exfiscal de la FECI, Virginia Laparra, aduce ""asuntos personales"" para renunciar.

📸 Regina Pérez",116,260,1154,RegresiónAutoritaria,,84871.0
Chofito63569841,2024-01-23 22:34:59+00:00,@QuorumGT @traficogt @jeanellydvg https://t.co/3ayw3cU6r4,0,0,0,,"QuorumGT, traficogt, jeanellydvg",11.0
PapaAbuMario,2024-01-23 22:03:27+00:00,@glenda9910 @traficogt @mmendoza_GT @CoronaVirusGT @MiriamRoquel QUE  LO PROCESEN POR CORRUPCIÓN,0,1,5,,"traficogt, mmendoza_GT, CoronaVirusGT, MiriamRoquel",428.0
traficogt,2024-01-23 21:26:43+00:00,"Pobre diablo frati, que se tiene que encerrar en su carro para poder hacer un videito y llorar sin ser visto.",0,0,10,,,3349.0
hellboy17oc,2024-01-23 21:00:58+00:00,@QuorumGT @traficogt @jeanellydvg En resúmene las putas de @BancadaSemilla van a poder ladrar pero igual no vale de nada,0,0,0,,"QuorumGT, traficogt, jeanellydvg, BancadaSemilla",28.0
Floustty,2024-01-23 19:56:54+00:00,"@JorgeVe19521845 @doctoracc @traficogt @ramiro_mar75642 @MinexGt @CC_Guatemala @DrGiammattei @BloqueVamos Cuando Arévalo empiece a hacer limpia, de todos estos parásitos, a lo mejor empiezan a alinearse",0,1,1,,"JorgeVe19521845, doctoracc, traficogt, MinexGt, CC_Guatemala, DrGiammattei, BloqueVamos",29.0
batallonjalapa,2024-01-23 18:44:00+00:00,@foho240 @traficogt @ManfredoGuate Más daño hizo thelma Aldana y ahí si nada,0,0,0,,"foho240, traficogt, ManfredoGuate",91.0
Veronic87340138,2024-01-23 18:43:29+00:00,"@foho240 @traficogt @ManfredoGuate @frattigiovanni  por si no lo sabía, estos casos archivados en el MP, mientras fabrican historias que solo existen en sus brillantes mentes.",0,2,6,,"foho240, traficogt, ManfredoGuate, frattigiovanni",487.0
batallonjalapa,2024-01-23 18:42:06+00:00,@RaulitoLog @traficogt @BancadaSemilla @SoniaGRaguay @Josechic86 Es su derecho así que apriete,0,0,0,,"RaulitoLog, traficogt, BancadaSemilla, SoniaGRaguay, Josechic86",10.0
innovacion30001,2024-01-23 16:34:13+00:00,@traficogt Tienen miedo de que no aguante presión y que vaya a embrocar a todos sus cómplices,0,0,0,,traficogt,24.0
traficogt,2024-01-23 16:25:06+00:00,Pues que no revele los secretos... Pero que diga claramente sinal menos tiene alguna investigación en curso.  El pobre diablo de Linares está chochando.,1,1,7,,,2911.0
lahoragt,2024-01-23 16:02:02+00:00,"#SiNoLoViste | Conoce los argumentos que presentó el exdiputado Linares Beltranena a favor de la Fiscal General del #MP en este enlace 👇

https://t.co/bMbbi16Thu https://t.co/I82r1HdXi4",22,6,11,"SiNoLoViste, MP",,10304.0
JorgeVe19521845,2024-01-23 04:30:28+00:00,@doctoracc @traficogt @ramiro_mar75642 @MinexGt @CC_Guatemala @DrGiammattei @BloqueVamos Cuando sustituirán ala familia del mal llamado magistrado de la CC barreto que todos tienen buena plata en diferentes ministerios y con muy buenos sueldos,1,2,3,,"doctoracc, traficogt, MinexGt, CC_Guatemala, DrGiammattei, BloqueVamos",230.0
JULIOMENDEZORD1,2024-01-23 03:25:01+00:00,@doctoracc @traficogt @ramiro_mar75642 @MinexGt @CC_Guatemala @DrGiammattei @BloqueVamos A la brevedad…!!!,0,1,2,,"doctoracc, traficogt, MinexGt, CC_Guatemala, DrGiammattei, BloqueVamos",134.0
CesarQu31421171,2024-01-23 03:24:01+00:00,@doctoracc @traficogt @ramiro_mar75642 @MinexGt @CC_Guatemala @DrGiammattei @BloqueVamos Eso es nepotismo y es delito @GuatemalaGob,0,1,1,,"doctoracc, traficogt, MinexGt, CC_Guatemala, DrGiammattei, BloqueVamos, GuatemalaGob",107.0
Citizen_Tobino,2024-01-23 03:08:23+00:00,"@doctoracc @traficogt @ramiro_mar75642 @MinexGt @CC_Guatemala @DrGiammattei @BloqueVamos El @MinexGt se ha vuelto el premio de los corruptos esperemos que @BArevalodeLeon tenga un plan claro para sacarlos, ya que tienen acceso para hacer Lobby internacional",0,2,5,,"doctoracc, traficogt, MinexGt, CC_Guatemala, DrGiammattei, BloqueVamos, MinexGt, BArevalodeLeon",213.0
AuraMarinaBola4,2024-01-23 02:35:13+00:00,"@JGramajo_Soy502 @traficogt @BArevalodeLeon Con todo lo que han encontrado porque no han arrestado a los cabecillas, todos sabemos quiénes son y los guatemaltecos necesitamos que los metan presos, no hay que tener misericordia por  estos viles  corruptos .
A LA CÁRCEL
SEÑOR PRESIDENTE BERNARDO ARÉVALO.",0,0,1,,"JGramajo_Soy502, traficogt, BArevalodeLeon",116.0
martin_rodas,2024-01-23 02:17:53+00:00,"@JGramajo_Soy502 @traficogt @BArevalodeLeon Y en el @TSEGuatemala va a investigar la compra de los sistemas, a no porque ellos lo llevaron al poder
Pero con el @MPguatemala si le pide que lo informen",0,0,0,,"JGramajo_Soy502, traficogt, BArevalodeLeon, TSEGuatemala, MPguatemala",78.0
kmusftw,2024-01-23 02:05:22+00:00,@soy_502 @traficogt https://t.co/iVlLvcxe9K,0,0,0,,"soy_502, traficogt",61.0
VictorP95913830,2024-01-23 01:21:10+00:00,"@vozdeltuit @traficogt @CongresoGuate  hay @CongresoGuate 
@msemillagt ⭐ hay trabajo",0,0,0,,"vozdeltuit, traficogt, CongresoGuate, CongresoGuate, msemillagt",183.0
Chofito63569841,2024-01-23 00:18:00+00:00,@Rafa_Mal0072 @traficogt @CongresoGuate https://t.co/oEBCArcVny,0,0,0,,"Rafa_Mal0072, traficogt, CongresoGuate",22.0
batallonjalapa,2024-01-23 00:16:06+00:00,"@traficogt Todos los gobiernos entrantes dicen lo mismo, no hay nada nuevo bajo el sol.",0,0,0,,traficogt,64.0
Alejandro2024gt,2024-01-23 00:06:22+00:00,"@amilcarmontejo @traficogt estos andan bolos y viendo videos manejando en zona 10, tener cuidado https://t.co/TGRxsFD9BK",0,0,1,,"amilcarmontejo, traficogt",59.0
traficogt,2024-01-22 23:55:46+00:00,"Pañaleeees, se venden pañaleeees...",1,36,167,,,6974.0
soy_502,2024-01-22 22:48:31+00:00,"🚨¡ATENCIÓN! 🚨 ⎪Bernardo Arévalo: ""Ha habido hallazgos de gran corrupción"" ⬇️

https://t.co/PVcXMRN1IG https://t.co/SJ0veUPBty",87,292,1790,,,104476.0
Sergio27101799,2024-01-22 22:08:04+00:00,"@lanegrisgt @traficogt @BArevalodeLeon @santipalomov a nadie le gustan las comparaciones, pero me gustaría que este señor haga su trabajo como el de francisco sandoval, para que tenga buenos resultados esta comisión",0,0,8,,"lanegrisgt, traficogt, BArevalodeLeon, santipalomov",867.0
traficogt,2024-01-22 21:47:50+00:00,Otro pobre diablo.,0,0,7,,,2343.0
Ricigt1,2024-01-22 20:19:10+00:00,"🚨 ¡Indignante! 🤬 El cuestionado exdiputado Fernando Linares Beltranena afirma haber presentado un amparo a favor de #ConsueloPorras, buscando evitar su remoción como Fiscal General. ⚖️🤔 #SOSGuatemala #CorrupciónGT #CorrupciónJudicial https://t.co/zrDHlJoVyd",204,176,393,"ConsueloPorras, SOSGuatemala, CorrupciónGT, CorrupciónJudicial",,45710.0
traficogt,2024-01-22 21:44:41+00:00,"@Sandra_JovelP anda mandando mensajes sacados de horóscopos baratos.  

#AnadieLeImporta",0,0,0,AnadieLeImporta,Sandra_JovelP,83.0
traficogt,2024-01-22 21:00:07+00:00,"Parece que a Menso-y-Ruin ahora sólo le queda hacer berrinches y quejarse.  Si lo ven en la calle denle un cordial ""saludo"".

#AtodoCocheLellegaSuSabado",0,6,22,AtodoCocheLellegaSuSabado,,4433.0
barregudiel36,2024-01-22 20:40:17+00:00,"@OrlandoBlancoL @traficogt Pero que las cosas no queden allí, deben de buscar a  los culpables de esos contratos y a las constructoras que dejaron el trabajo a medias llevándose todo el dinero.",0,0,0,,"OrlandoBlancoL, traficogt",28.0
Guatatey,2024-01-22 20:11:42+00:00,"@LarRRytO @traficogt @CongresoGuate @Sandra_JovelP @AlvaroArzuE No son solo ellos, hay algunos que el 14 votaron en contra de la planilla 2, sin embargo ahora votaron a favor de la planilla única. Ojo con esos, habría que publicar sus nombres.",0,0,0,,"LarRRytO, traficogt, CongresoGuate, Sandra_JovelP, AlvaroArzuE",20.0
MironRaquel,2024-01-22 19:53:57+00:00,@Rafa_Mal0072 @traficogt @MPguatemala @PGNguatemala @ChangeOrgCentro https://t.co/j3TiMQVkVZ,0,0,0,,"Rafa_Mal0072, traficogt, MPguatemala, PGNguatemala, ChangeOrgCentro",23.0
MironRaquel,2024-01-22 19:51:45+00:00,@Rafa_Mal0072 @traficogt @MPguatemala @PGNguatemala @ChangeOrgCentro https://t.co/rXflGmANm0,0,0,1,,"Rafa_Mal0072, traficogt, MPguatemala, PGNguatemala, ChangeOrgCentro",22.0
jaque_mate2,2024-01-22 16:30:03+00:00,"@sperezattias @traficogt No  Sr Pérez, padre de Samuel Pérez, esa es la estrategia de los gobiernos izquierdistas que luego se enquistan en el poder. Llenar de simbolismo barato los países para generar ídolos de barro. En vez de pendejadas que se dedique el gobierno impuesto a dar soluciones!",0,0,1,,"sperezattias, traficogt",38.0
Erwin15,2024-01-22 16:11:38+00:00,@JLFont001 @traficogt @CongresoGuate @Nery_RamosR @concriteriogt Uffffff comelon @AlvaroArzuE con razón anda bravo,0,1,1,,"JLFont001, traficogt, CongresoGuate, Nery_RamosR, concriteriogt, AlvaroArzuE",153.0
Markozlopez43,2024-01-22 07:28:59+00:00,"@traficogt Eso es porqué creen que todo vehículo polarizado que circula en la madrugada lleva  inmigrantes  ...ponen mil excusas para sacar plata si o si , 2 veces me ha pasado y los he mandado a la verg",0,0,0,,traficogt,80.0
giovanottigt,2024-01-22 01:15:52+00:00,"@bernardosilvagt @traficogt Que bárbaros, como trabajan! 🤪",0,0,0,,"bernardosilvagt, traficogt",93.0
cuanticospin,2024-01-21 18:53:33+00:00,"@traficogt Acción inmediata, eso necesitamos, hay que darle confianza a la población. La PNC le da pavor al pueblo, paran solo para extorsionar, duro con ellos",0,0,1,,traficogt,112.0
AnaMeri71677244,2024-01-21 18:23:39+00:00,@RMensoRuin @traficogt Vos sho solo un huevo,0,0,0,,"RMensoRuin, traficogt",34.0
welbar1967,2024-01-21 16:58:03+00:00,@traficogt Quiero ver el desenlace de esto!!!,0,0,2,,traficogt,144.0
Rudys_one,2024-01-21 14:59:26+00:00,@traficogt Habemus gobiernus 🥹🥹🥹 https://t.co/pYl1sfdNCW,0,0,0,,traficogt,49.0
EleccTorr,2024-01-21 14:31:45+00:00,@traficogt Lo mas seguro es que es para callarlo https://t.co/s1D5lu7V4N,0,0,0,,traficogt,10.0
Marloa14,2024-01-21 10:29:49+00:00,@PrensaComunitar @traficogt La USAC actualmente no tiene rector.,0,0,2,,"PrensaComunitar, traficogt",161.0
LaCupicu,2024-01-21 07:18:55+00:00,@bernardosilvagt @traficogt Y cuantos casos desatendidos? Números asi pa que diablos! Se compara contra que?  De los Allanamientos cuantos dieron por Semilla? Peor si asi va a responder al Presi!,0,0,2,,"bernardosilvagt, traficogt",81.0
GlowGt502,2024-01-21 05:48:45+00:00,@traficogt 🥹🥹🥹🥹🥹🥹👏🏼👏🏼👏🏼👏🏼👏🏼🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽,0,0,0,,traficogt,276.0
mildred_gaitan,2024-01-21 04:44:08+00:00,@PrensaComunitar @traficogt Bien dicho 👏,0,0,1,,"PrensaComunitar, traficogt",146.0
SantaExmin,2024-01-21 04:00:27+00:00,@traficogt @BrendaH2O66 Y Bernardo contestó personalmente  el de la Ministra y sus viceministros 👏🏻👏🏻,0,3,15,,"traficogt, BrendaH2O66",451.0
ldubon63,2024-01-21 01:33:20+00:00,@Augustopazcar @traficogt Tipo más basura y se ufana de ser un profesional (traidor a su patria).,0,0,2,,"Augustopazcar, traficogt",41.0
warriorbal,2024-01-21 00:08:57+00:00,@traficogt Hay que erradicar la corrupción de raíz.  Son practicas que se extendieron con Jimmy GayMatei,0,0,0,,traficogt,4.0
jjoaquinvv,2024-01-21 00:05:22+00:00,"@traficogt policías mierdas 
En la noche es peor
Andan como aves de rapiña",0,0,0,,traficogt,111.0
