username,date,rawContent,replyCount,retweetCount,likeCount,hashtags,mentionUsers,viewCount
traficogt,2024-09-12 14:22:06+00:00,Es comprensible la resolución... El ruso sabe de engrasar maquinaria.,0,0,1,,,393.0
monymmorales,2024-09-12 00:39:56+00:00,"La corrupción de la @CC_Guatemala
es descarada, falsificación de documentos y obligaron a extenderles DPI.
https://t.co/0J24ZCXJ2c",0,56,84,,CC_Guatemala,1587.0
animaldgalaccia,2024-09-12 01:21:04+00:00,"@PNCdeGuatemala @mingobguate @FJimenezmingob @diegoedeleon @amilcarmontejo @traficogt 

🚨🚨🚨🚨🚨",0,0,1,,"PNCdeGuatemala, mingobguate, FJimenezmingob, diegoedeleon, amilcarmontejo, traficogt",91.0
EstacionDobleA,2024-09-11 20:20:01+00:00,@amilcarmontejo @AztecaNoticiaGT @BancadaSemilla @BArevalodeLeon @diputadojp @EmisorasUnidas @eP_investiga @ImpactoNoticiGT @lahoragt @mingobguate @PrensaComunitar @Transito_mixco @DGTguate @PMT_VILLANUEVA @InfoTransitoGt @traficogt @PMT_SanJuanSac @PMTSanLucasSac @YenerPlaza,0,0,0,,"amilcarmontejo, AztecaNoticiaGT, BancadaSemilla, BArevalodeLeon, diputadojp, EmisorasUnidas, eP_investiga, ImpactoNoticiGT, lahoragt, mingobguate, PrensaComunitar, Transito_mixco, DGTguate, PMT_VILLANUEVA, InfoTransitoGt, traficogt, PMT_SanJuanSac, PMTSanLucasSac, YenerPlaza",46.0
CubReserva,2024-09-11 00:34:31+00:00,"@soy_502 @AztecaNoticiaGT @CONAPgt @DenunciaEMPAGUA @muniguate @GuatemalaGob @Guatevision_tv @pattyo502 @karinapazGt @Josechic86 @vecinosz16 URGENTE zona 16 en deterioro por  tala inmoderada, el tráfico es desesperante @traficogt @EmisorasUnidas @eP_investiga @IsaPaiz_",0,0,1,,"soy_502, AztecaNoticiaGT, CONAPgt, DenunciaEMPAGUA, muniguate, GuatemalaGob, Guatevision_tv, pattyo502, karinapazGt, Josechic86, vecinosz16, traficogt, EmisorasUnidas, eP_investiga, IsaPaiz_",171.0
Alejandro2024gt,2024-09-11 00:29:00+00:00,"@amilcarmontejo @PMTMuniGuate @Noti7Guatemala @NuestroDiario @T13Noticias @AztecaGuate @traficogt hay avenidas y calles (11 avenida 8 a la 12 calle) sin luz, semáforo y sin agentes de emetra .",0,0,0,,"amilcarmontejo, PMTMuniGuate, Noti7Guatemala, NuestroDiario, T13Noticias, AztecaGuate, traficogt",58.0
JulyPonce21,2024-09-10 21:01:54+00:00,"Favor compartir  
El vive el zona 7 Bethania 
@traficogt @amilcarmontejo @PNCdeGuatemala #urgente #Desaparecido https://t.co/LcIJv0Ffsj",0,0,0,"urgente, Desaparecido","traficogt, amilcarmontejo, PNCdeGuatemala",92.0
CubReserva,2024-09-10 16:12:07+00:00,@traficogt @_ojoconmipisto @soy_502 @AztecaNoticiaGT @AztecaNoticiaGT @muniguate @CONAPgt @DenunciaEMPAGUA @EmisorasUnidas @eP_investiga @luisvengt @samuel_pz @Josechic86 @CiudadCayala @marnguate @karinapazGt @vecinosz16 es importante ponerle atención a los vecinos de z 16 https://t.co/vRDMtvj36F,0,1,2,,"traficogt, _ojoconmipisto, soy_502, AztecaNoticiaGT, AztecaNoticiaGT, muniguate, CONAPgt, DenunciaEMPAGUA, EmisorasUnidas, eP_investiga, luisvengt, samuel_pz, Josechic86, CiudadCayala, marnguate, karinapazGt, vecinosz16",146.0
AlexDeL92022343,2024-09-10 12:28:50+00:00,@piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Son pajas la mota ahora ya no vale nada,0,0,0,,"piero_coen, FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",101.0
Bullgarrafuerte,2024-09-10 04:56:52+00:00,"@erwin_fern84019 @piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob ayyyy te arde que fumen mota, mejor segui chimando bebes.",0,0,0,,"erwin_fern84019, piero_coen, FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",81.0
dbeatrizmb,2024-09-10 00:11:49+00:00,@luisficarpediem @traficogt Trabajo tiene la muerte con la plaga de motoristas.,0,0,0,,"luisficarpediem, traficogt",98.0
luisficarpediem,2024-09-10 00:04:11+00:00,Muy oportuno ahora que estoy en el @traficogt https://t.co/4PSuCAgK2g,1,1,4,,traficogt,249.0
traficogt,2024-09-09 19:47:45+00:00,"Los corruptos rescatando lo que se les había perdido.  Y SI, los jueces y magistrados deben ser responsables de sus actos.",0,35,73,,,3058.0
PrensaComunitar,2024-09-09 19:39:23+00:00,"#URGENTE 🚨 Nuevo juez de extinción de dominio resuelve a favor de Giovanni Orellana

EL juez Jaime Delmar González niega la solicitud para que el apartamento entregado a Eddy Orellana por un supuesto “amaño de Cortes” pase a favor del Estado.

📸 Prensa Comunitaria https://t.co/eHj6sWQEW0",19,85,68,URGENTE,,10656.0
sor_monroy,2024-09-09 15:50:31+00:00,@piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Medicinal 🤣🤣,0,0,1,,"piero_coen, FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",283.0
MMiaumersons,2024-09-09 15:37:11+00:00,@erwin_fern84019 @piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Son billones los que se pierden de impuestos en USA es legal pueden ser clientes. Que de todos modos ya se siembra y se les vende pero solo el narco recibe,0,0,1,,"erwin_fern84019, piero_coen, FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",111.0
erwin_fern84019,2024-09-09 15:29:01+00:00,@piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob sos o te hacés🤔,2,0,2,,"piero_coen, FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",192.0
rivera_bambu,2024-09-09 15:22:11+00:00,@FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Legalícenla!,0,0,0,,"FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",61.0
piero_coen,2024-09-09 15:18:29+00:00,@FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Véndanla y recauden impuestos.,3,3,72,,"FJimenezmingob, traficogt, mingobguate, PNCdeGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob",3034.0
contreras_tani,2024-09-09 14:33:52+00:00,@amilcarmontejo @traficogt apoyo en la 7 avenida y cuarta calle zona 9 ya que no funciona ningun semaforo y es un caos vehicular,0,0,0,,"amilcarmontejo, traficogt",23.0
express_foto,2024-09-09 10:48:07+00:00,"#Guatemala 

Se reporta bus volcado en la Av. Bolívar y 33 calle zona 8. @traficogt @amilcarmontejo /@soy_502 @prensa_libre https://t.co/8zkwhY55Xh",0,0,2,Guatemala,"traficogt, amilcarmontejo, soy_502, prensa_libre",105.0
express_foto,2024-09-09 03:04:05+00:00,"#Guatemala 

Habilitado el paso en el km 11.5 carretera a #ElSalvador @traficogt https://t.co/eXAfK8UcXt",0,0,2,"Guatemala, ElSalvador",traficogt,164.0
CubReserva,2024-09-08 18:54:44+00:00,"@EmisorasUnidas @_ojoconmipisto @soy_502 @pattyo502 @CONAPgt @marnguate @Guatevision_tv @PublinewsGT @AztecaNoticiaGT @eP_investiga @vecinosz16 @luisvengt @QuorumGT @TN23NOTICIAS @traficogt @karinapazGt @Josechic86 @samuel_pz @mmendoza_GT @TelediarioGT @GuatemalaGob @NilrilesoR @oco_motora @Alex_balsells @lahoragt @JLFont001 @jpdardon @justiciayagt @Zoom_502gt @PlazaPublicaGT  tráfico  imposible en z 16, se está saturando demasiado",0,2,7,,"EmisorasUnidas, _ojoconmipisto, soy_502, pattyo502, CONAPgt, marnguate, Guatevision_tv, PublinewsGT, AztecaNoticiaGT, eP_investiga, vecinosz16, luisvengt, QuorumGT, TN23NOTICIAS, traficogt, karinapazGt, Josechic86, samuel_pz, mmendoza_GT, TelediarioGT, GuatemalaGob, NilrilesoR, oco_motora, Alex_balsells, lahoragt, JLFont001, jpdardon, justiciayagt, Zoom_502gt, PlazaPublicaGT",232.0
ElmerLandazuri7,2024-09-08 15:06:19+00:00,@traficogt Da la cara maldito net,0,0,0,,traficogt,18.0
molinerosed,2024-09-07 19:09:46+00:00,@Noti_Atlantico @muniguate @bomberosmuni @BVoluntariosGT @TelediarioGT @T13Noticias @traficogt xxx,0,1,4,,"Noti_Atlantico, muniguate, bomberosmuni, BVoluntariosGT, TelediarioGT, T13Noticias, traficogt",1968.0
Jul_Sando_1962,2024-09-06 21:19:45+00:00,@traficogt Ni Cerca de ese precio! El descaro total y aberrante de la CLICA perversa.,0,0,0,,traficogt,78.0
traficogt,2024-09-06 21:13:42+00:00,"Cuál es el valor real de ese terrenito donde estaba Pecos Bill?  $700,000?  No lo creo.",1,17,31,,,2671.0
Sonny_Figueroa,2024-09-05 01:00:05+00:00,"Resulta que la @muniguate y el alcalde @RQuinonezL se quejan de que no tienen instalaciones para las escuelas municipales, pero omiten decir que venden terrenos municipales

Acá un hilo 🧵 de cómo la @muniguate vendió un terreno del Estado al @BancoIndustrial por Q5.5 millones https://t.co/Abz2aZrVRI",101,1126,2556,,"muniguate, RQuinonezL, muniguate, BancoIndustrial",163667.0
eeliezer1985,2024-09-06 15:42:08+00:00,Arbol caído en carril Auxiliar de la Col. 4 de Febrero Zona 7. @amilcarmontejo @muniguate @traficogt @DTransitoPNC https://t.co/D4ggTV9Vsa,0,0,0,,"amilcarmontejo, muniguate, traficogt, DTransitoPNC",25.0
traficogt,2024-09-06 13:19:55+00:00,"¿Cuánto es el financiamiento electoral no registrado de @PartidoUne y @SandraTorresGUA, @MPguatemala? ¿Por qué razón no está en prisión preventiva Torres y con el caso bajo reserva?

Guatemaltecos: copien y publiquen en un nuevo post este texto. 

#MinisterioPúblicoGt",0,1,5,MinisterioPúblicoGt,"PartidoUne, SandraTorresGUA, MPguatemala",859.0
GigantedeColch,2024-09-06 04:11:14+00:00,"Esa ciudad no tiene Alcalde, no hay policía de Tránsito. Junto con el Alcalde de @scpmuni tienen un vergueo en el tráfico de salida de Pinula. Son ineptos @soy_502 ambos deben renunciar. @traficogt",0,0,0,,"scpmuni, soy_502, traficogt",54.0
viniciogutierr3,2024-09-04 19:01:50+00:00,"Camión sin frenos embiste varios vehículos bajando San José Pinula.

Se desconoce el número de personas heridas tras el percance. https://t.co/MbtUSSjKov",29,101,637,,,110085.0
GigantedeColch,2024-09-05 23:27:37+00:00,@soy_502 El problema es que lo quieren solucionar con REVERSIBLES 1. deberían pensar en colocar oficinas del estado en carretera y que esos empleados no bajen a la ciudad. 2. Otra carretera de una solo vía para bajar. @BArevalodeLeon @COVIAL_CIV @traficogt,0,0,0,,"soy_502, BArevalodeLeon, COVIAL_CIV, traficogt",113.0
arthurShp_wf,2024-09-05 15:35:32+00:00,@traficogt Ya llora de una vez 🤡😂,0,0,0,,traficogt,22.0
carlosrkestler,2024-09-05 14:35:06+00:00,@jpablo998af @traficogt @PlazaPublicaGT ¡Esooo!,0,0,0,,"jpablo998af, traficogt, PlazaPublicaGT",32.0
vir129,2024-09-05 13:50:59+00:00,"Hasta cuando los motoristas no respetaran las normas de tránsito!
Las autoridades ya deberían de regularlos
#yanomas  

@amilcarmontejo @muniguate @traficogt",0,0,0,yanomas,"amilcarmontejo, muniguate, traficogt",38.0
bayronortega68,2024-09-05 01:30:51+00:00,"@traficogt Hijos de pta no les importa la población, solo su bolsa y el caos",0,0,0,,traficogt,36.0
traficogt,2024-09-05 01:20:35+00:00,"""Negoción"" asturias es su verdadero nombre.",1,0,6,,,1249.0
eP_investiga,2024-09-03 21:14:49+00:00,"#Ahora 🚨 | Decenas de repartidores de apps, choferes de tuc tucs, y conductores de Uber se manifiestan en el parque de Antigua Guatemala.

Protestan contra el alcalde Juan Manuel Asturias por su plan de distribuir tuc tucs eléctricos desde la municipalidad y por las estrictas multas que reciben al estacionarse para recoger o entregar pedidos, así como para dejar o recoger pasajeros, lo que obstaculiza su trabajo. 

Vía @jovannagarcon",11,71,241,Ahora,,18546.0
traficogt,2024-09-05 01:01:17+00:00,A todo coche le llega su sábado y a los magistrados corruptos también.,1,7,16,,,1337.0
Ricigt1,2024-09-04 22:35:39+00:00,"🚨 La CSJ premia la corrupción al extender el periodo de Fredy Orellana en el Juzgado Séptimo Penal, ignorando las sanciones internacionales y los cuestionamientos por sus vínculos corruptos. 💸🤯 #CorrupciónJudicial #JusticiaComplice #SOSGuatemala https://t.co/BUPlm1ii0z",133,302,464,"CorrupciónJudicial, JusticiaComplice, SOSGuatemala",,16450.0
CbastianCruz,2024-09-04 22:50:50+00:00,@traficogt https://t.co/jpL1zu23C7,0,0,0,,traficogt,37.0
mlopezguate,2024-09-04 21:48:15+00:00,@lahoragt @traficogt “Posibles”,0,0,0,,"lahoragt, traficogt",35.0
ArKMazariegos,2024-09-04 21:36:41+00:00,@Sankevins @traficogt Tristemente paradójico será que sea el gobierno de Arévalo el que deje a esos niños en la calle. El Gobierno no tiene la capacidad para esas escuelas de arte Así que prestarles el edificio le sale barato.,0,0,0,,"Sankevins, traficogt",45.0
traficogt,2024-09-04 21:32:59+00:00,"Dice la doña que esa es otra agenda 2030... Que de esta no se acuerda.  

#jovelPendeja",1,16,32,jovelPendeja,,2163.0
oco_motora,2024-09-03 21:23:50+00:00,"Sandra Jovel y jimmy morales los impulsores de la agenda 2030 en Iberoamérica.
¿Alguna vez se ha pronunciado al respecto la diputada Jovel ahora que dice liderar a los que están en contra?
https://t.co/J8y1LKEAz9
https://t.co/CQrehP3vI3",22,487,963,,,33005.0
traficogt,2024-09-04 21:23:27+00:00,Solo fue para cotizar al juez... El caso se caerá dos Doritos después del pago.,0,6,12,,,1290.0
lahoragt,2024-09-04 18:16:07+00:00,"#AhoraLH l Termina audiencia que se llevó a puerta cerrada de Álvaro Alfonso Sinibaldi Aparicio en el juzgado de mayor riesgo D.

📷:Fabricio Alonzo/LH https://t.co/lVxCBuN7ob",14,33,37,AhoraLH,,19411.0
jpablo998af,2024-09-04 21:22:35+00:00,@carlosrkestler @traficogt @PlazaPublicaGT Yo aun soy de leer periodicos y revistas impresas,1,0,1,,"carlosrkestler, traficogt, PlazaPublicaGT",71.0
Edvin111956,2024-09-04 13:21:02+00:00,@traficogt https://t.co/NcAbJKujSM,0,0,0,,traficogt,37.0
Edvin111956,2024-09-04 13:20:47+00:00,@traficogt Manden a la brg a este perro de mda. https://t.co/cAH3iWgqvf,0,0,0,,traficogt,38.0
eddyarredondo23,2024-09-03 17:16:47+00:00,@traficogt ¿Y ese hijueputa contrató a esas chavas como de la línea? No seas mula.,0,0,0,,traficogt,50.0
traficogt,2024-09-03 17:08:16+00:00,"La vieja √¥π@ haciendo su trabajo.  

Y por cierto, ese no hace política.  Solo sabe repartir pisto mal habido y complacer a más de algún viejo homosexual.",0,9,21,,,1378.0
Ricigt1,2024-09-03 13:40:55+00:00,"🎯 Bajo la protección de #ConsueloPorras, Miguel Martínez asegura que seguirá en la política, ignorando las denuncias ""inventadas"" 🛑. En redes sociales afirmó que no hay ni una sola investigación del MP en su contra. ¿Hasta cuándo la impunidad? 😡 #CorrupciónGT https://t.co/Rc6n9ICBMo",139,514,995,"ConsueloPorras, CorrupciónGT",,33092.0
Ed8Sv,2024-09-03 16:47:01+00:00,"@COVIAL_CIV @BArevalodeLeon bueno inútiles, que tanto tiempo necesitan para reparar un simple trayecto como el hundimiento de Carretera a El Salvador? @traficogt",0,0,0,,"COVIAL_CIV, BArevalodeLeon, traficogt",63.0
Marco06Ruiz,2024-09-03 14:29:01+00:00,"@traficogt Así como se la lleva de macho Alfa, igual q los hinche y renuncie, nada de piedad si pone su puesto a lo q diga el señor presidente @BArevalodeLeon .",0,0,0,,"traficogt, BArevalodeLeon",18.0
traficogt,2024-09-03 13:23:04+00:00,Que los corruptos no tengan paz!!!,0,126,255,,,4805.0
discosbeagle,2024-09-02 19:13:11+00:00,"Comtaminando La Antigua 

esa poquería impune

Justicia por Marllori Yuman https://t.co/QROGNNTEPQ",7,250,609,,,16973.0
traficogt,2024-09-03 13:20:29+00:00,Y los de la ufm se preguntarán ¿Cuál es el problema?  Los ricos tienen que hacer dinero y los pobres apechugar.,0,34,32,,,1926.0
BernardoCaal2,2024-09-02 17:23:40+00:00,"Es urgente la presencia de una comisión en Chisec A.V. para verificar lo que sucede con el río ""Chibirriscal"" afluente del Chixoy. 
Cercano opera una extractora de palma aceitera, quien podría estar contaminado. 
Muchas familias y seres vivos en riesgo por esta contaminación. https://t.co/6WvMZZjDo3",17,278,331,,,11098.0
traficogt,2024-09-03 13:16:06+00:00,"Que oportuno el comentario de don Alfred.  Más vale tarde que nunca... Y por cierto, a nadie engaña",0,0,0,,,816.0
prensa_libre,2024-09-03 13:04:11+00:00,"#OpiniónPL Con el avance de la tecnología, la Internet satelital y los VPN, todos los que creemos en la libertad seguiremos combatiendo la censura.

Lea De mis notas, de Alfred Kaltschmitt: https://t.co/ffovZfVJoL https://t.co/Uk4I8Xao00",0,0,2,OpiniónPL,,3443.0
traficogt,2024-09-03 13:13:45+00:00,"No es excusa, pero en tiempos del muletas hubo algunos que los cacharon borrachos con chavas como de la línea y creo que hasta les aplaudieron.  Que sirva este fulano de ejemplo.  Y que la prensa continúe exponiendo clavos donde los haya.",4,7,13,,,1438.0
AztecaNoticiaGT,2024-09-03 13:09:35+00:00,"#Nacionales | El Director de COPADEH pone su cargo a disposición tras investigación por contratación de su novia. ¡La transparencia y la ética en la administración pública son fundamentales!
Acá te lo compartimos 👇
https://t.co/dl7ACyMI27",11,4,16,Nacionales,,3983.0
MarioChiu2,2024-09-02 23:29:08+00:00,"@AlianzaRgt @traficogt @PrensaComunitar @prensa_libre @PlazaPublicaGT @PublinewsGT @RadioPuntoGT @AztecaNoticiaGT @lahoragt Más delincuentes con toga ?

Increíble que se tomen en cuenta tipejos no idóneos, sin solvencia moral ni ética.

Solo en Guatemala tenemos delincuentes en el OJ.

La @CC_Guatemala el @OJGuatemala y el @MPguatemala NO TIENEN NINGUNA CREDIBILIDAD.

Son parte del sistema corrupto.",0,0,0,,"AlianzaRgt, traficogt, PrensaComunitar, prensa_libre, PlazaPublicaGT, PublinewsGT, RadioPuntoGT, AztecaNoticiaGT, lahoragt, CC_Guatemala, OJGuatemala, MPguatemala",16.0
PastoraJCastro,2024-09-02 22:15:24+00:00,@PrensaComunitar @traficogt Que barbaridad,0,0,0,,"PrensaComunitar, traficogt",182.0
efonseca2841,2024-09-02 13:17:21+00:00,@MUNIVCANALES  enserió. Es tanta su  incapacidad para el tema del tráfico y baches. Salida de boca del monte @traficogt,0,0,0,,"MUNIVCANALES, traficogt",94.0
MarinaE41953239,2024-09-02 11:16:58+00:00,@IsaPaiz_ @traficogt Yo la corrí diez veces porque quise y se me dio la gana y pagué con mi dinero!! Nadie nos obliga!!,0,0,1,,"IsaPaiz_, traficogt",101.0
hecch,2024-09-01 22:38:08+00:00,"@guillepefe2012 @traficogt @amilcarmontejo @muniguate @RQuinonezL Está administración de la Muni ya son casi semilleros, se contagiaron de incompetencia y desidia, que diferente era con Arzú, está si es su última administración",0,0,0,,"guillepefe2012, traficogt, amilcarmontejo, muniguate, RQuinonezL",57.0
guillepefe2012,2024-09-01 22:31:54+00:00,"¡Repito mi pregunta!
¿Cuanto más hay que esperar por la pasarela?
@traficogt
@amilcarmontejo
@muniguate
@RQuinonezL",1,3,3,,"traficogt, amilcarmontejo, muniguate, RQuinonezL",153.0
guillepefe2012,2024-08-26 11:46:10+00:00,"¿Hasta cuándo, señores de ru muni?
¿Qué falta para volver a colocar la pasarela del periférico, que botó un camión?
¿Alguien lo sabe?
@muniguate
@amilcarmontejo
@TransmetroGuate
@transitogt https://t.co/1RC1XDbm9L",0,0,1,,"muniguate, amilcarmontejo, TransmetroGuate, transitogt",198.0
FlorydePrez2,2024-09-01 20:35:04+00:00,"@amilcarmontejo @RQuinonezL @traficogt
En otro país ya hubieran vuelto a colocar la pasarela, es pura Desidia y falta de atención, dinero hay, que no digan que no.",0,0,1,,"amilcarmontejo, RQuinonezL, traficogt",83.0
TTRezZ777,2024-09-01 14:25:52+00:00,"Cuantos tuiteros están corriendo en la colapsada ciudad de #Guatemala los @21KMuniGuate #21KMuniGuate #21K @muniguate @RQuinonezL @amilcarmontejo @traficogt @DenunciaEMPAGUA 

Esta ciudad en un desastre, pero tenemos carreritas...

SIN AGUA
SIN TRANSPORTE
SIN SEGURIDAD https://t.co/6NqD7GDXb6",0,7,14,"Guatemala, 21KMuniGuate, 21K","21KMuniGuate, muniguate, RQuinonezL, amilcarmontejo, traficogt, DenunciaEMPAGUA",464.0
efonseca2841,2024-08-31 20:06:00+00:00,@MUNIVCANALES. Subida de zona 13 a  boca del monte totalmente detenida. A esta hora.   @traficogt,0,0,0,,"MUNIVCANALES, traficogt",66.0
kiluluki,2024-08-30 21:59:35+00:00,@PrensaComunitar @traficogt Sería algo estupendo,0,0,1,,"PrensaComunitar, traficogt",181.0
JulioCa75923080,2024-08-30 20:45:47+00:00,"@EmisorasUnidas @traficogt Lo que piensen en otros paices, no importa. Lo que importa lo que pasa en gt. Si en gt queremos a la fiscal Consuelo Porras,lo demás es lo de menos.",0,0,1,,"EmisorasUnidas, traficogt",100.0
JulioCa75923080,2024-08-30 20:41:23+00:00,@Ricigt1 @traficogt Fuera partido semilla corrupto.,0,0,0,,"Ricigt1, traficogt",96.0
traficogt,2024-08-30 20:15:46+00:00,Después el ollo-rana va a querer manejar el próximo proceso electoral.,0,10,12,,,1879.0
PrensaComunitar,2024-08-30 18:21:26+00:00,"#URGENTE 🚨 Fredy Orellana pedirá al TSE que cancele a Semilla

El juez Fredy Orellana, sancionado por corrupción, informará al TSE de los supuestos “actos irregulares que vinculan a Semilla” para que inicie el proceso de cancelación del partido.

📹 Prensa Comunitaria https://t.co/ndnL1BdFp2",54,61,141,URGENTE,,58759.0
Mesas752066,2024-08-30 20:14:29+00:00,@monymmorales @traficogt Los delincuentes se protegen entre sí.,0,0,0,,"monymmorales, traficogt",41.0
DiegoOliva95,2024-08-30 12:40:46+00:00,@Noti_Atlantico @traficogt @odioaemetra @muniguate,0,0,0,,"Noti_Atlantico, traficogt, odioaemetra, muniguate",31.0
FabyCalderon11,2024-08-29 20:42:16+00:00,Se necesita sangre A+ con urgencia en centro medico Roosevelt edificio Ilumina tel. 22250010 para Sra Maoli Quinteros favor si alguien puede donar es urgente @traficogt,0,1,0,,traficogt,30.0
KrystaP33861,2024-08-29 20:22:57+00:00,"@vichoguate @ClimaenGuate @traficogt @sonora969 @Sonny_Figueroa @soyestauser 

En el Naranjo https://t.co/Z39HVxqVYz",0,0,0,,"vichoguate, ClimaenGuate, traficogt, sonora969, Sonny_Figueroa, soyestauser",103.0
traficogt,2024-08-28 20:20:53+00:00,Ojalá el mp tomara los mensajes en X de richie mula-y-ruin en q admite delitos como evidencia... Pero eso solo lo hace con miembros de semilla,0,5,12,,,2116.0
Alejandro2024gt,2024-08-28 13:07:44+00:00,@traficogt @amilcarmontejo trailer cruzado no puede girar y en horario de restriccion https://t.co/dhxPFQZq1b,0,0,0,,"traficogt, amilcarmontejo",95.0
ldubon63,2024-08-26 01:48:58+00:00,@Esta_busqueda @traficogt @diegoedeleon Este señor es un tipo muy alocado lo mejor es dejarlo guardado en su casa ya que ahí no se sabe si sirve o no.,0,0,0,,"Esta_busqueda, traficogt, diegoedeleon",130.0
erickpinaleshou,2024-08-26 00:53:07+00:00,@ldubon63 @eP_investiga @traficogt Los puritanos de babilonia,0,0,0,,"ldubon63, eP_investiga, traficogt",33.0
vhcb,2024-08-26 00:45:53+00:00,"@danydoggy @traficogt ALV... @DesconsueloPorras... Exigimos destitucion, captura y procesamiento!!!
#ComanMierdaGolpistas",0,0,1,ComanMierdaGolpistas,"danydoggy, traficogt",31.0
vhcb,2024-08-26 00:44:52+00:00,"@eP_investiga @traficogt No queremos ver a ni uno solo de los huele pedos del #PactoDeCorruptos... Fíjense bien pues!!!
#CeroToleranciaCorrupcionGT
#DemocraciaSI",0,0,0,"PactoDeCorruptos, CeroToleranciaCorrupcionGT, DemocraciaSI","eP_investiga, traficogt",29.0
ldubon63,2024-08-25 20:47:04+00:00,@eP_investiga @traficogt Le oran al diablo para no caer del los robos descarados y el manejo de la maldita corrupción.,1,0,2,,"eP_investiga, traficogt",161.0
batallonjalapa,2024-08-25 19:41:07+00:00,@santipalomov @traficogt Menos mal no postulaste vos,0,0,0,,"santipalomov, traficogt",48.0
batallonjalapa,2024-08-25 19:40:24+00:00,@BArevalodeLeon @traficogt Deje ya ese discurso aburrido y trabaje wevon que cada día su incapacidad se hace más evidente,0,0,0,,"BArevalodeLeon, traficogt",46.0
AACN75,2024-08-25 12:02:05+00:00,@traficogt @DGTguate @DTransitoPNC,0,0,0,,"traficogt, DGTguate, DTransitoPNC",28.0
Noti_Atlantico,2024-08-24 20:47:24+00:00,"🔴 #ImprudenciaGT | Piloto de bus extraurbano de ruta a San Pedro Ayampuc con placas #C695BLF fue captado conduciendo en contra de la vía en el mercado de la Colonia Maya #Zona18, no le importó poner en riesgo la vida de las personas que caminaban a la orilla. https://t.co/q8x6D9NoXW",16,96,276,"ImprudenciaGT, C695BLF, Zona18",,34063.0
cedr2506,2024-08-24 18:25:20+00:00,@DarwinHK @traficogt El puro Satanás🤬🤬🤬🤬,0,0,0,,"DarwinHK, traficogt",15.0
PapaAbuMario,2024-08-23 20:47:32+00:00,@Ricigt1 @traficogt EN GUATEMALA SE HAN VISTO MUERTOS ACARREAR BASURA,0,0,1,,"Ricigt1, traficogt",83.0
Enrique51859338,2024-08-23 20:42:22+00:00,@Ricigt1 @traficogt Heroe nacional,0,0,1,,"Ricigt1, traficogt",68.0
GersonBarrera,2024-08-23 20:18:34+00:00,"@Ricigt1 @traficogt Todos financiados por el CACIF ,Narcos y políticos corruptos..quieren seguir teniendo presencia dentro de los poderes para seguir teniendo ventajas",0,1,1,,"Ricigt1, traficogt",69.0
traficogt,2024-08-23 14:20:22+00:00,"Qué para cuando un grupito cooptan los poderes de un país? 

! #TikTok https://t.co/qtsfXaiSI3",0,0,1,TikTok,,712.0
oracintfaith,2024-08-23 13:31:31+00:00,@JSandoval1982 @traficogt Es irónico que alaben tanto a la prensa y que el MP en la investigación  presente pruebas de prensa y uds no le den credibilidad,0,0,0,,"JSandoval1982, traficogt",31.0
joffar28,2024-08-23 00:34:35+00:00,Super Gangas tiene ya en promoción los disfraces de la temporada!! 🎃 Halloween 👻 llegó a Guatemala.  🧙‍♀️ @traficogt,0,0,1,,traficogt,66.0
OnlyenmiGuate,2024-08-22 16:11:06+00:00,Solo por hoy! Exorcismos al 2X1 en el Intercontinental. https://t.co/uM57t5hiNo,303,427,1691,,,44807.0
